distance,duration
2489.08,3.58
2489.08,3.2
2991.89,4.08
5839.3,8.75
5890.4,8.58
7844.92,11.0
6206.82,8.75
9028.53,11.67
9967.64,12.5
8807.14,10.83
7391.57,10.17
6539.26,9.33
6539.26,7.8
8277.11,10.5
7194.31,8.67
6853.72,9.42
6853.72,9.33
6188.68,8.83
8636.96,10.5
8636.96,11.0
8636.96,11.0
8636.96,11.0
1977.91,3.33
1977.91,3.25
1977.91,3.17
1977.91,3.25
4609.67,6.0
4609.67,6.0
4609.67,5.92
2139.45,3.25
2139.45,3.25
2139.45,3.08
2139.45,3.25
2139.45,3.25
2277.95,3.25
2208.64,3.33
5266.01,7.0
175.73,0.83
175.73,0.83
175.73,0.83
175.73,0.83
175.73,0.83
175.73,0.83
175.73,0.62
430.92,1.08
430.92,1.08
430.92,1.25
430.92,1.08
430.92,1.08
430.92,1.25
430.92,1.08
2037.84,3.17
2037.84,3.25
2037.84,3.17
2037.84,3.25
516.3,1.25
516.3,1.25
187.46,0.47
489.25,1.33
489.25,1.33
315.15,1.25
315.15,1.17
315.15,1.17
315.15,1.25
718.09,1.83
718.09,0.95
513.63,1.67
513.63,1.5
513.63,1.5
795.48,1.83
795.48,1.83
959.1,1.83
959.1,2.33
959.1,2.33
959.1,1.85
712.67,1.33
712.67,1.33
712.67,1.07
712.67,1.33
712.67,1.33
712.67,1.02
979.77,2.17
979.77,2.17
979.77,2.0
973.63,2.08
8702.34,9.75
8702.34,9.7
796.85,3.13
1341.78,2.75
1272.21,2.42
1272.21,2.42
1272.21,2.42
809.24,1.5
809.24,1.58
809.24,1.58
1071.17,1.83
1071.17,1.92
1071.17,2.02
7924.12,11.67
2327.37,3.58
2327.37,3.58
1243.95,2.83
1677.58,2.83
1677.58,2.77
1677.58,2.83
667.73,1.67
667.73,1.37
667.73,1.5
667.73,1.67
667.73,1.5
667.73,1.67
667.73,1.42
745.96,1.83
482.5,1.33
482.5,1.33
482.5,1.33
482.5,0.82
482.5,0.62
482.5,1.05
482.5,0.8
482.5,1.25
482.5,0.87
482.5,1.25
482.5,0.75
482.5,1.33
482.5,0.95
482.5,0.88
482.5,0.78
482.5,0.9
1250.49,2.08
990.56,2.17
273.42,1.0
273.42,1.08
273.42,1.0
518.59,1.25
518.59,1.33
518.59,1.33
1526.36,2.25
683.96,1.67
691.72,1.58
2292.7,2.87
649.53,1.58
649.53,1.58
721.26,1.67
987.27,1.83
987.27,1.83
987.27,1.83
1158.05,2.0
1158.05,2.08
1484.13,2.5
1484.13,2.67
1484.13,2.58
1484.13,2.67
1484.13,2.5
1484.13,2.58
1484.13,2.58
1484.13,2.13
1484.13,2.58
775.93,1.75
775.93,1.75
775.93,1.75
295.62,0.92
295.62,0.92
295.62,1.08
295.62,0.92
295.62,0.92
295.62,1.08
1710.92,2.83
1710.92,2.92
1710.92,3.0
1710.92,3.0
1710.92,3.0
1710.92,2.92
1710.92,2.92
1600.47,2.5
1124.88,1.52
579.57,1.42
1804.79,2.92
1804.79,2.92
376.49,1.08
376.49,1.08
376.49,1.08
376.49,0.93
376.49,1.08
376.49,0.62
4511.7,6.08
4511.7,5.0
1189.12,1.7
1670.71,2.83
1670.71,2.58
1670.71,3.58
1670.71,3.58
2424.93,3.58
4427.61,4.92
9504.36,12.63
9504.36,12.48
3169.56,3.75
3169.56,3.75
5332.09,5.75
9531.48,12.33
9531.48,12.62
9531.48,12.25
10170.59,12.17
9415.2,11.67
9325.43,11.0
9325.43,11.6
9325.43,11.42
9325.43,11.45
9325.43,11.38
9325.43,11.47
9325.43,11.53
9325.43,11.57
3536.14,4.13
3536.14,4.15
3536.14,4.58
3536.14,4.48
3536.14,4.45
9831.62,15.42
9831.62,11.93
9831.62,12.2
7946.61,9.83
10452.77,12.0
10452.77,12.95
9019.8,17.75
9240.58,10.3
9240.58,10.95
9240.58,11.43
7612.5,14.33
7612.5,10.2
8695.82,11.17
7273.93,8.82
8143.6,9.5
6052.6,7.92
6052.6,7.5
9174.85,11.0
1104.1,2.08
1104.1,2.08
1104.1,2.17
1104.1,2.0
4422.35,6.33
1919.1,2.83
6853.95,8.88
6853.95,8.28
6853.95,8.92
6853.95,8.02
4732.77,6.08
4732.77,6.08
4732.77,5.68
3101.03,4.17
4495.5,6.02
4495.5,6.33
1978.01,3.25
1978.01,3.42
1782.8,3.17
1782.8,3.08
1782.8,3.17
1132.54,2.25
1132.54,2.25
1132.54,2.25
1132.54,2.25
1132.54,2.25
724.58,1.42
724.58,1.42
1057.68,1.43
1057.68,1.75
1017.49,1.92
1017.49,1.92
1017.49,1.92
1309.31,2.42
1309.31,2.25
1309.31,2.42
1309.31,2.42
767.29,1.5
767.29,1.5
767.29,1.42
767.29,1.42
767.29,1.42
767.29,1.42
767.29,1.5
767.29,1.15
767.29,1.42
969.88,1.3
969.88,1.4
1103.85,2.33
1103.85,2.33
1103.85,2.08
1103.85,2.0
1103.85,2.33
774.24,1.5
1218.45,2.42
1218.45,2.42
1218.45,2.42
1218.45,2.58
1218.45,2.42
1218.45,1.72
1218.45,2.42
1197.69,2.58
1197.69,2.5
1197.69,2.5
1197.69,2.5
1197.69,2.5
1197.69,2.67
1197.69,2.75
1197.69,2.75
1197.69,2.75
1197.69,2.42
1197.69,2.42
1197.69,2.5
1197.69,2.5
1197.69,2.5
950.69,1.83
950.69,2.0
950.69,2.17
950.69,2.0
950.69,1.92
950.69,1.92
950.69,2.0
950.69,1.92
950.69,1.32
950.69,1.73
950.69,1.92
950.69,1.75
964.58,2.0
1074.53,2.0
1074.53,1.83
1074.53,2.0
1074.53,1.83
1074.53,2.3
1133.14,2.25
499.79,1.17
499.79,1.25
499.79,1.25
499.79,1.25
499.79,1.25
499.79,1.17
499.79,1.17
499.79,0.85
499.79,23.37
1285.59,2.42
1285.59,2.42
1285.59,2.42
386.53,1.08
386.53,1.0
386.53,1.08
386.53,1.08
386.53,1.08
386.53,1.08
386.53,1.08
386.53,1.08
386.53,1.0
386.53,1.17
386.53,1.17
386.53,1.08
386.53,1.08
386.53,1.0
386.53,1.33
386.53,1.08
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.08
386.53,1.0
386.53,1.08
386.53,1.17
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,0.7
386.53,1.0
386.53,1.08
386.53,1.08
386.53,1.0
282.31,0.35
282.31,0.38
282.31,0.52
4049.15,5.5
3469.14,4.83
3469.14,4.83
3243.64,4.32
3243.64,4.5
3243.64,4.67
3243.64,4.5
335.21,0.92
335.21,1.0
335.21,1.0
335.21,1.0
335.21,0.92
335.21,0.92
335.21,0.92
335.21,1.0
335.21,1.0
335.21,0.92
335.21,0.92
335.21,0.92
335.21,1.0
335.21,0.92
335.21,1.08
335.21,1.08
335.21,1.0
335.21,1.0
335.21,0.92
335.21,1.0
335.21,1.0
335.21,0.92
335.21,0.92
335.21,1.0
335.21,0.92
335.21,0.92
335.21,1.0
335.21,0.92
335.21,0.92
335.21,0.92
335.21,0.92
335.21,0.57
335.21,1.08
335.21,0.63
335.21,0.67
335.21,1.0
335.21,1.0
335.21,1.0
335.21,1.2
335.21,0.88
1244.95,2.25
1244.95,2.08
1244.95,1.65
1244.95,2.25
1244.95,1.78
1244.95,2.03
1244.95,2.08
1244.95,2.08
371.09,0.92
371.09,1.0
371.09,0.92
371.09,1.0
371.09,0.92
371.09,1.0
371.09,1.0
371.09,1.0
371.09,0.92
371.09,0.67
371.09,1.0
371.09,1.0
371.09,0.92
371.09,1.08
371.09,0.92
371.09,1.08
371.09,1.0
371.09,1.0
371.09,1.0
371.09,1.0
371.09,1.0
371.09,0.92
371.09,1.0
371.09,0.92
371.09,0.92
371.09,1.0
371.09,0.92
371.09,1.0
371.09,0.53
371.09,2.28
371.09,1.75
371.09,0.48
371.09,0.83
371.09,0.6
371.09,1.0
371.09,1.0
371.09,0.92
371.09,1.0
371.09,1.0
371.09,0.57
371.09,0.92
371.09,0.45
371.09,1.0
371.09,0.48
371.09,0.55
371.09,0.57
371.09,0.43
371.09,0.5
371.09,0.9
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.33
509.61,1.33
509.61,1.25
509.61,1.33
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,0.75
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,1.25
509.61,4.08
509.61,2.22
509.61,1.33
509.61,1.25
509.61,0.9
509.61,1.25
509.61,1.78
509.61,1.25
509.61,1.25
2181.73,3.5
2181.73,3.5
2181.73,3.5
2181.73,3.12
2832.12,4.25
2832.12,4.33
2832.12,4.25
2832.12,4.25
2832.12,4.25
2832.12,4.25
2832.12,4.25
1348.72,2.5
1348.72,2.58
1348.72,2.42
1348.72,2.75
1348.72,2.5
1348.72,2.58
1348.72,1.97
2406.4,3.83
2406.4,3.75
2406.4,3.75
2406.4,3.83
1618.53,2.67
1618.53,2.75
1618.53,2.15
2038.79,3.25
2038.79,3.25
2038.79,2.42
1381.95,2.33
1381.95,2.33
1132.4,2.0
2760.54,4.25
2760.54,4.42
2901.6,4.17
2901.6,3.75
1508.11,2.42
1508.11,2.42
1848.61,2.92
1848.61,2.57
2065.47,3.25
2065.47,3.25
2937.91,4.08
2937.91,4.08
2937.91,4.08
1809.38,2.75
1809.38,2.75
1809.38,2.75
1809.38,2.75
1997.53,3.25
1416.61,2.5
1416.61,2.5
1416.61,2.23
2628.94,3.75
7675.83,9.25
7675.83,9.25
7675.83,12.23
3445.43,4.88
1333.62,2.08
1333.62,2.25
1333.62,2.52
5135.88,6.92
371.09,1.0
371.09,0.92
371.09,1.0
371.09,0.68
371.09,1.0
371.09,1.0
371.09,0.92
371.09,1.0
371.09,1.0
371.09,1.0
371.09,1.0
371.09,0.92
371.09,1.0
371.09,1.0
371.09,1.08
371.09,1.0
371.09,1.08
371.09,1.0
371.09,1.08
371.09,1.0
371.09,0.92
371.09,1.0
371.09,0.92
371.09,1.0
371.09,0.92
371.09,1.0
371.09,0.92
371.09,0.88
371.09,1.32
371.09,0.88
371.09,0.92
371.09,0.77
371.09,0.7
371.09,0.92
371.09,1.0
371.09,1.0
371.09,0.92
371.09,0.92
371.09,0.92
371.09,1.0
371.09,0.92
371.09,0.5
371.09,1.0
371.09,0.92
371.09,0.92
371.09,0.47
371.09,0.63
371.09,0.58
371.09,0.55
371.09,0.58
371.09,0.92
371.09,0.8
582.52,1.25
582.52,1.25
582.52,1.33
582.52,1.33
582.52,1.25
582.52,1.25
582.52,1.25
582.52,1.25
582.52,1.25
895.89,1.3
1579.27,2.33
1001.2,1.92
1001.2,2.0
1001.2,1.33
561.82,1.25
561.82,1.25
561.82,1.67
561.82,0.85
2575.64,3.67
2575.64,3.67
2478.33,3.83
2478.33,3.17
2478.33,3.48
2478.33,3.58
2420.98,4.0
2420.98,4.0
2420.98,3.92
828.36,1.5
828.36,1.58
828.36,1.58
828.36,1.58
828.36,1.58
4955.52,6.5
4955.52,6.5
4955.52,6.5
4955.52,6.5
4955.52,6.5
4955.52,6.13
4955.52,6.5
4955.52,6.5
5539.05,7.17
5539.05,7.5
1045.55,1.83
1045.55,1.83
1045.55,1.92
1045.55,1.92
877.13,1.58
877.13,1.58
877.13,1.75
877.13,1.58
877.13,1.13
784.92,1.58
1517.9,2.58
935.44,1.83
935.44,1.83
935.44,1.83
863.84,1.38
863.84,2.18
1515.37,2.5
1515.37,2.3
1515.37,2.5
1515.37,2.75
1515.37,2.75
1515.37,2.5
1515.37,2.5
732.38,1.58
732.38,1.58
732.38,1.58
732.38,1.58
732.38,1.58
1290.68,2.42
1290.68,2.42
827.76,1.13
615.58,1.42
1184.17,2.08
1184.17,1.83
1184.17,1.83
1086.69,1.92
555.88,1.25
555.88,1.17
555.88,1.17
555.88,1.17
555.88,1.25
555.88,1.25
555.88,1.17
555.88,0.75
555.88,0.93
555.88,1.17
555.88,1.25
555.88,1.17
582.52,1.25
582.52,1.25
582.52,1.25
582.52,1.25
582.52,1.25
582.52,1.25
582.52,1.25
582.52,1.25
582.52,1.98
582.52,1.25
799.87,1.67
799.87,1.67
799.87,1.75
799.87,1.67
799.87,2.75
1084.32,2.0
1073.59,2.0
1073.59,2.0
1073.59,2.08
1073.59,2.17
1073.59,2.0
1073.59,2.25
1073.59,1.38
627.99,1.67
925.75,1.75
1545.46,2.75
1545.46,2.75
1545.46,2.75
1545.46,2.75
611.42,1.33
611.42,1.33
611.42,1.33
1378.97,2.5
1378.97,2.5
1378.97,2.5
1378.97,2.5
1378.97,2.5
1378.97,2.5
1378.97,2.5
1670.99,2.67
1670.99,2.92
1670.99,2.67
1670.99,2.67
779.35,1.5
779.35,1.5
779.35,1.58
779.35,1.58
779.35,1.5
779.35,1.5
779.35,1.58
779.35,1.23
779.35,1.5
1820.92,2.83
1820.92,2.83
1820.92,2.83
1820.92,2.83
1820.92,2.83
1820.92,2.83
973.63,2.17
246.39,0.83
246.39,0.83
246.39,0.92
246.39,0.92
246.39,1.0
246.39,0.92
246.39,0.83
246.39,0.42
1244.95,2.33
1244.95,2.08
1244.95,1.67
1244.95,2.33
1244.95,2.08
1244.95,2.08
1244.95,2.08
975.14,1.75
975.14,1.75
975.14,1.75
1579.27,2.42
335.21,0.92
335.21,0.92
335.21,0.92
335.21,0.92
335.21,0.92
335.21,0.92
335.21,0.92
335.21,0.83
335.21,0.83
335.21,0.92
335.21,0.92
335.21,0.92
335.21,0.92
335.21,1.0
335.21,0.92
335.21,0.92
335.21,1.0
335.21,0.92
335.21,1.0
335.21,1.0
335.21,0.83
335.21,0.92
335.21,0.92
335.21,0.92
335.21,0.92
335.21,0.92
335.21,0.92
335.21,0.92
335.21,0.92
335.21,0.83
335.21,0.92
335.21,0.92
335.21,0.83
335.21,1.2
335.21,0.83
335.21,0.83
335.21,0.92
335.21,0.92
335.21,0.92
335.21,0.92
335.21,0.83
335.21,0.57
335.21,0.92
963.29,1.83
1333.62,2.08
1333.62,2.08
1333.62,2.42
1071.17,1.92
1071.17,1.92
1071.17,1.92
1071.17,1.92
1071.17,1.92
3081.26,4.05
866.31,1.67
866.31,1.18
866.31,1.67
411.0,0.7
1555.98,2.75
1555.98,2.75
1555.98,2.75
1555.98,2.75
1555.98,2.75
1555.98,2.75
1567.86,2.67
2477.23,3.83
2477.23,3.83
1975.47,3.17
1975.47,3.25
1975.47,3.17
1975.47,2.68
2445.63,4.0
2445.63,3.75
2445.63,3.75
2445.63,3.75
2445.63,2.93
1195.53,2.33
296.93,0.63
1190.1,2.33
1425.75,2.42
1425.75,2.42
1425.75,2.42
1425.75,2.42
1021.18,1.92
1021.18,1.92
1021.18,1.92
1021.18,1.92
937.46,1.83
937.46,1.83
937.46,1.3
1451.78,2.5
1451.78,2.5
1451.78,2.5
887.86,1.83
887.86,1.83
887.86,1.23
960.4,1.92
960.4,1.92
1328.93,2.42
1328.93,2.42
5232.85,7.42
1410.07,2.75
1410.07,2.67
1246.29,2.33
1246.29,2.33
1246.29,2.33
2028.9,3.17
1427.47,2.92
1679.84,2.92
1679.84,2.83
1679.84,2.92
1679.84,2.92
1679.84,2.17
1679.84,2.92
1679.84,2.92
1994.94,3.0
1994.94,3.08
1994.94,3.08
1638.05,2.67
1638.05,2.67
1638.05,2.67
1638.05,2.67
1638.05,2.67
320.35,1.08
320.35,1.25
320.35,1.17
320.35,1.08
394.07,0.52
394.07,0.63
394.07,1.17
1088.52,2.17
1088.52,2.17
1088.52,1.38
1107.43,2.0
1107.43,2.0
2642.92,4.0
2401.17,3.83
2401.17,3.83
4110.82,5.67
4110.82,5.67
1098.54,2.08
2594.19,4.17
2594.19,4.17
2594.19,4.17
809.64,1.67
2103.16,3.58
2103.16,3.58
2103.16,3.58
1199.55,2.58
1199.55,2.42
1199.55,2.33
2804.31,4.58
2804.31,4.58
465.58,1.0
1511.86,2.33
6934.68,9.67
6934.68,9.67
753.4,1.67
753.4,1.67
753.4,1.75
965.93,1.45
965.93,1.32
896.24,1.83
896.24,1.83
896.24,1.92
896.24,1.83
896.24,1.92
896.24,1.83
896.24,1.92
896.24,1.83
896.24,1.22
1146.2,2.17
1146.2,2.25
1146.2,2.25
1146.2,2.17
1146.2,2.08
1146.2,2.17
981.28,2.0
981.28,2.0
981.28,1.92
981.28,1.83
754.38,1.05
777.33,1.58
777.33,1.67
777.33,1.58
777.33,1.67
777.33,1.58
777.33,1.58
777.33,1.58
777.33,1.15
915.97,1.92
915.97,1.92
605.69,0.85
841.0,1.75
841.0,1.75
841.0,1.75
841.0,1.22
841.0,1.75
939.01,1.75
939.01,1.75
939.01,1.75
1469.6,2.83
1469.6,2.92
1469.6,3.0
1469.6,3.08
1469.6,2.75
1469.6,2.75
1469.6,2.75
1458.64,2.42
1458.64,2.17
1562.56,2.58
1101.17,2.0
1101.17,2.25
1101.17,2.25
1101.17,2.17
1101.17,2.25
1101.17,2.08
1101.17,2.08
1101.17,2.17
665.6,1.42
665.6,1.42
665.6,1.42
665.6,1.58
665.6,1.58
665.6,1.42
665.6,1.58
665.6,1.58
867.76,1.83
867.76,1.83
872.13,1.75
872.13,1.75
872.13,1.75
872.13,1.83
872.13,1.75
872.13,1.83
4107.86,5.83
4107.86,5.75
7606.65,10.25
1709.73,2.75
1709.73,2.58
586.13,1.75
586.13,1.75
2442.16,4.08
1071.17,2.08
1071.17,2.08
4135.6,5.67
629.09,0.93
629.09,1.33
629.09,0.95
824.53,1.75
1389.86,2.25
1074.53,1.92
1074.53,2.17
1074.53,2.17
1074.53,2.52
1074.53,1.92
246.39,1.0
246.39,0.92
246.39,0.92
246.39,0.92
246.39,0.92
246.39,0.92
246.39,0.42
246.39,0.75
246.39,0.42
246.39,0.42
2145.37,3.5
3274.5,4.75
3274.5,5.08
1068.67,2.0
1068.67,2.0
2169.48,3.83
2169.48,3.5
2169.48,2.98
2169.48,3.03
853.61,1.92
853.61,1.92
853.61,1.83
2977.38,4.42
1199.17,2.17
1199.17,2.17
1199.17,2.17
1199.17,2.17
1086.92,2.0
1086.92,2.08
1086.92,1.92
798.29,1.67
798.29,1.67
2164.48,3.58
2271.13,3.92
2271.13,3.83
1869.69,3.17
1869.69,3.17
1869.69,3.17
2653.73,3.83
2653.73,4.17
2631.96,4.25
2631.96,3.92
1352.85,2.42
2540.85,4.17
2540.85,3.83
2540.85,3.78
2540.85,3.28
924.67,1.83
924.67,1.83
924.67,1.83
924.67,1.83
1030.99,2.08
1030.99,2.08
1030.99,2.08
1030.99,2.08
1030.99,2.08
1030.99,2.08
1030.99,2.08
1030.99,2.22
2748.96,4.42
2748.96,4.42
2748.96,4.42
2748.96,4.42
2748.96,3.62
2748.96,4.02
2748.96,3.9
1358.99,2.42
1358.99,2.42
1358.99,2.17
1149.98,2.17
1149.98,2.25
1149.98,2.25
1149.98,1.55
1149.98,2.05
1107.74,2.08
947.83,1.92
947.83,1.75
1342.49,2.5
1342.49,2.58
1342.49,2.58
1342.49,2.67
1342.49,2.5
1342.49,2.58
1342.49,2.58
1342.49,1.9
1342.49,2.18
1390.48,2.5
1390.48,2.58
1390.48,2.58
1390.48,3.45
1390.48,1.9
1266.9,2.25
540.62,1.33
540.62,1.33
540.62,1.33
540.62,1.33
540.62,1.25
540.62,1.33
540.62,1.13
540.62,0.93
540.62,0.72
540.62,1.67
1698.0,2.83
1327.05,2.42
1327.05,2.5
1327.05,2.5
1327.05,2.5
1327.05,1.73
1327.05,2.5
1864.03,3.0
1864.03,2.43
1864.03,3.08
1864.03,2.43
1864.03,2.65
1864.03,2.57
1864.03,2.85
1864.03,2.67
1864.03,2.6
1864.03,2.55
1864.03,2.52
1864.03,2.45
1864.03,2.92
811.88,1.58
811.88,1.58
971.32,2.0
971.32,2.08
971.32,1.47
971.32,2.0
1097.98,2.0
1097.98,2.0
1135.71,2.17
1135.71,2.17
1135.71,1.4
1135.71,1.62
1261.27,2.33
1261.27,2.33
1261.27,1.73
1086.74,2.08
1086.74,1.5
521.01,1.25
521.01,1.25
521.01,1.33
521.01,1.33
521.01,1.25
521.01,0.75
521.01,0.9
521.01,1.33
9317.66,11.75
818.41,1.67
818.41,1.67
2559.09,4.25
1884.31,3.08
1884.31,3.08
1884.31,3.08
5779.84,7.83
4155.8,5.67
4155.8,6.08
4155.8,6.08
4155.8,6.0
4476.46,6.08
4157.67,5.92
4157.67,5.92
4190.53,5.75
8613.12,12.83
548.93,1.33
548.93,1.33
548.93,1.33
548.93,1.33
548.93,1.33
548.93,1.33
548.93,1.33
548.93,1.33
548.93,1.42
548.93,1.33
548.93,1.33
548.93,0.75
548.93,1.33
3721.32,5.67
5262.28,7.33
9658.44,12.67
9658.44,12.58
6866.36,9.75
8116.09,9.65
8116.09,9.85
8434.23,9.92
6943.8,9.0
8490.71,11.67
8490.71,11.67
7178.44,8.67
7518.9,10.33
6847.76,9.75
1599.06,2.5
1599.06,2.5
1599.06,2.67
1599.06,2.75
1599.06,2.5
7726.14,11.33
7726.14,11.33
396.49,1.08
396.49,1.08
396.49,1.08
396.49,1.17
396.49,1.08
396.49,1.08
563.28,1.33
563.28,1.42
563.28,1.33
2148.13,3.75
2148.13,3.67
1346.72,2.75
1346.72,2.75
1346.72,2.83
1346.72,2.75
1346.72,2.58
1346.72,2.58
1346.72,2.67
1957.54,3.5
2228.87,3.58
2228.87,3.58
629.6,1.42
629.6,1.42
792.55,1.5
792.55,1.5
905.01,1.75
905.01,1.75
882.22,1.67
882.22,1.67
882.22,1.75
882.22,1.67
882.22,1.67
882.22,1.67
1035.63,1.83
1035.63,1.83
1035.63,1.83
1035.63,1.83
1035.63,1.83
782.68,2.0
782.68,2.0
782.68,2.0
782.68,2.0
782.68,1.42
782.68,1.42
8821.62,10.27
3944.17,5.5
3944.17,5.5
3944.17,5.33
1623.31,2.58
1615.53,2.58
693.74,1.02
5494.23,7.08
5494.23,7.83
8343.19,10.1
8343.19,10.3
8343.19,10.48
8343.19,10.72
1002.27,1.92
1002.27,1.92
1002.27,1.92
1002.27,1.92
1068.83,2.33
1068.83,2.17
228.54,0.75
228.54,0.75
228.54,0.75
228.54,0.75
228.54,0.75
228.54,0.75
228.54,0.75
228.54,0.75
228.54,0.83
228.54,0.23
228.54,0.83
228.54,0.45
1031.29,2.08
1031.29,2.08
282.31,0.52
282.31,1.0
282.31,1.0
824.53,1.58
393.86,1.0
393.86,1.0
393.86,1.0
393.86,1.0
393.86,1.08
393.86,1.08
393.86,1.0
393.86,1.0
393.86,1.0
393.86,1.0
393.86,1.0
393.86,1.0
393.86,1.08
393.86,0.75
393.86,1.0
393.86,1.17
393.86,1.17
393.86,0.62
393.86,1.17
393.86,1.17
393.86,0.72
648.58,0.97
975.14,1.75
975.14,1.75
975.14,1.75
3284.51,4.83
2639.62,3.75
2639.62,3.92
2639.62,3.92
2639.62,3.73
1060.44,1.5
1763.83,2.92
2430.1,3.75
2733.28,4.0
706.34,0.98
2351.99,3.67
1531.19,2.05
1531.19,1.92
1595.01,2.5
1866.05,2.83
1866.05,2.38
2678.87,3.75
2163.82,3.5
2163.82,3.5
1161.23,2.08
1161.23,2.08
1161.23,2.08
1317.31,2.25
1317.31,2.25
1317.31,2.25
1317.31,2.25
981.43,1.38
2142.51,3.5
2142.51,3.42
1287.76,2.17
1287.76,2.17
1287.76,2.25
1287.76,2.25
1287.76,2.25
1287.76,1.9
1287.76,2.17
1287.76,2.25
1162.4,2.0
1162.4,2.0
1162.4,2.0
1162.4,2.0
825.5,1.58
825.5,1.58
825.5,1.13
825.5,1.5
825.5,1.1
825.5,1.5
825.5,1.58
1188.76,1.85
1188.76,1.77
1188.76,2.17
1188.76,1.6
3785.65,5.08
390.55,1.08
390.55,0.92
390.55,1.25
390.55,0.92
390.55,1.25
390.55,1.25
390.55,0.58
390.55,0.92
390.55,0.67
1222.99,2.33
1222.99,2.33
1222.99,2.33
1222.99,2.33
1222.99,2.33
1624.75,2.83
1624.75,2.83
1624.75,2.83
1624.75,2.83
1152.17,2.17
1152.17,2.08
1152.17,2.17
1152.17,2.17
1152.17,2.17
1152.17,2.25
1152.17,2.17
1152.17,2.08
1152.17,2.17
1152.17,2.08
1152.17,2.17
1152.17,2.25
1152.17,2.17
1152.17,2.17
1395.99,2.5
1395.99,2.5
1395.99,2.5
1395.99,2.5
1395.99,3.27
677.72,1.33
677.72,1.33
677.72,0.97
677.72,0.97
546.75,1.25
546.75,1.25
546.75,1.17
546.75,1.25
546.75,1.17
546.75,1.17
546.75,1.17
546.75,1.17
546.75,1.17
546.75,1.17
546.75,1.25
546.75,1.25
546.75,1.17
546.75,1.25
546.75,1.25
546.75,1.25
546.75,1.17
546.75,1.25
546.75,1.25
546.75,1.25
546.75,1.25
546.75,1.17
546.75,1.25
546.75,1.17
546.75,1.25
546.75,1.25
546.75,0.83
546.75,1.17
546.75,1.17
546.75,1.17
546.75,1.17
546.75,1.0
546.75,0.78
546.75,1.12
1341.78,2.75
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.08
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,1.0
386.53,0.68
386.53,1.0
386.53,1.0
386.53,1.0
1415.28,2.5
1415.28,2.5
1415.28,2.5
1415.28,2.2
398.57,1.0
398.57,1.0
398.57,1.0
398.57,1.17
398.57,1.0
398.57,1.0
398.57,1.25
398.57,1.0
398.57,1.25
398.57,1.0
398.57,1.0
398.57,1.0
398.57,1.0
398.57,1.0
398.57,1.0
398.57,1.0
398.57,0.92
398.57,1.0
398.57,0.62
398.57,1.25
398.57,0.53
398.57,1.0
398.57,0.7
398.57,1.0
398.57,1.17
398.57,1.0
398.57,1.25
398.57,1.0
398.57,1.0
398.57,1.25
398.57,1.0
398.57,1.0
398.57,1.0
1475.35,2.58
1475.35,2.58
1475.35,2.58
1475.35,2.58
1475.35,2.27
1462.54,2.67
1462.54,2.92
1462.54,2.75
1462.54,2.75
1462.54,3.08
1462.54,2.83
1462.54,2.83
1462.54,2.58
1462.54,2.58
1462.54,2.67
1462.54,2.67
1462.54,2.75
1462.54,2.75
1462.54,2.83
1462.54,2.25
1462.54,2.02
1320.25,2.25
1320.25,2.42
1551.47,2.5
2031.7,3.08
2314.92,3.58
2314.92,3.67
2314.92,3.58
2314.92,3.67
2314.92,2.92
2314.92,3.58
763.54,1.58
763.54,1.58
763.54,1.58
763.54,1.58
763.54,1.58
763.54,1.58
1681.02,2.75
1681.02,2.75
1350.37,2.25
1350.37,1.82
1071.17,1.92
1071.17,1.92
1071.17,1.92
1071.17,1.92
1071.17,1.92
561.82,1.25
561.82,1.25
561.82,1.67
2220.6,3.0
5900.18,7.42
853.61,1.67
853.61,1.67
853.61,1.75
2023.09,3.08
2023.09,3.17
2023.09,3.17
2101.78,3.25
2657.45,3.92
2657.45,3.92
1682.7,2.75
1682.7,2.92
1682.7,2.92
2998.31,4.25
2998.31,4.58
2998.31,4.58
1486.42,2.42
1486.42,2.5
1486.42,2.42
1486.42,2.5
1486.42,2.42
1486.42,2.5
3382.78,5.0
3146.49,4.67
3146.49,4.67
8690.72,11.5
8690.72,11.83
8296.21,10.75
8296.21,10.92
8167.72,13.75
6690.96,8.08
4785.11,6.58
6307.18,8.83
465.72,1.0
465.72,1.08
465.72,1.08
