distance,duration
1483.45,3.0
1483.45,3.17
1483.45,2.25
1483.45,2.5
3381.24,5.42
3877.03,6.08
3382.78,5.42
3188.63,5.25
2249.79,3.5
2249.79,3.92
2249.79,3.12
3656.83,5.75
3402.0,5.58
3651.67,5.75
3651.67,5.82
2545.65,3.75
2545.65,3.5
3683.02,5.58
3683.02,5.58
2805.55,4.75
1159.91,2.0
1159.91,2.17
1159.91,2.17
1159.91,2.17
1159.91,2.0
1159.91,2.17
1159.91,2.42
1159.91,2.17
1159.91,2.17
1159.91,1.82
2383.14,4.25
876.15,1.75
876.15,1.67
876.15,1.75
876.15,1.75
1667.98,2.92
1667.98,2.83
747.2,2.17
747.2,2.5
1461.35,2.25
1461.35,2.33
1461.35,2.33
2905.8,4.75
238.04,1.0
238.04,1.42
238.04,1.42
238.04,1.25
238.04,1.0
238.04,1.42
1998.18,3.0
1998.18,3.0
1998.18,2.83
1998.18,2.45
1998.18,2.38
1998.18,2.72
1998.18,2.38
1288.6,2.25
1288.6,2.17
1288.6,2.17
1288.6,2.17
1288.6,2.25
1288.6,2.17
1288.6,2.15
1288.6,2.33
1288.6,2.17
1288.6,2.25
1545.75,2.5
1545.75,2.42
1545.75,2.42
1545.75,2.5
1545.75,2.12
2448.55,3.92
2448.55,3.92
2448.55,3.92
3018.43,4.92
2021.54,2.83
2021.54,3.17
2021.54,2.83
2021.54,3.08
2021.54,2.83
2021.54,2.92
2021.54,3.17
2021.54,2.38
2031.88,2.83
2031.88,2.83
2031.88,2.28
2031.88,2.83
2031.88,2.35
194.07,0.92
194.07,0.92
7632.19,9.05
2368.34,3.33
2368.34,3.33
2368.34,3.33
2368.34,3.33
2368.34,2.63
9578.78,12.75
9214.76,12.33
3937.92,5.23
3937.92,5.25
1117.69,2.0
10013.76,13.25
6840.66,8.17
1297.1,2.67
1297.1,2.67
604.71,1.75
791.45,1.58
791.45,1.58
791.45,1.58
791.45,1.58
1182.2,2.92
444.05,1.08
444.05,1.33
1362.68,2.25
889.48,1.83
889.48,1.83
1683.68,2.5
1683.68,2.5
1683.68,2.58
1683.68,2.5
1683.68,2.58
1683.68,2.58
1242.77,2.5
1242.77,2.75
1242.77,2.75
1242.77,2.75
1242.77,2.67
1242.77,2.5
1242.77,2.75
1242.77,2.58
1242.77,2.75
3675.41,4.83
2134.82,4.0
4829.52,6.5
2837.97,4.42
2837.97,4.5
962.3,1.92
2638.05,5.08
3016.95,4.5
3016.95,4.5
3016.95,4.25
3016.95,4.5
3139.26,4.67
4483.98,6.25
972.68,2.58
972.68,2.58
972.68,2.92
2667.91,3.5
2991.89,4.58
1441.53,1.95
207.38,0.67
207.38,0.75
207.38,0.75
207.38,1.03
3481.66,5.17
3146.49,5.0
3509.55,5.33
2818.73,4.5
2783.11,4.42
2783.11,4.42
2620.23,4.0
545.62,1.25
1441.94,2.42
2833.69,4.25
2833.69,3.9
2128.75,3.17
2128.75,3.33
2128.75,2.42
2128.75,2.93
2128.75,2.32
2128.75,3.33
2128.75,2.8
3187.08,4.83
3187.08,4.67
3187.08,4.75
238.04,1.33
238.04,1.0
238.04,1.33
238.04,1.25
238.04,1.33
238.04,1.0
2217.69,3.67
1464.74,2.25
1464.74,2.25
1397.15,2.5
1397.15,2.5
1597.93,2.42
1822.66,2.67
1822.66,2.92
1822.66,2.92
1822.66,2.67
1822.66,2.92
1201.11,1.6
957.33,1.92
957.33,1.92
2140.68,3.17
2140.68,3.08
2140.68,3.17
2140.68,3.25
2140.68,3.17
2140.68,3.08
2140.68,3.17
816.76,2.0
1018.93,2.17
1018.93,2.17
1018.93,2.0
1018.93,2.08
1018.93,2.17
1018.93,2.0
1135.21,2.0
1135.21,2.0
1135.21,2.0
4861.97,7.0
4861.97,7.0
4861.97,6.92
4861.97,6.4
4861.97,7.0
2149.53,3.33
2149.53,3.33
735.38,1.5
735.38,1.5
11122.33,15.0
812.72,1.5
812.72,1.5
5026.28,7.67
5166.69,7.33
5166.69,8.22
5516.66,8.0
5516.66,7.92
5516.66,7.83
5516.66,7.92
5516.66,7.92
5516.66,7.88
4580.0,6.58
4580.0,6.58
4580.0,5.98
4854.57,7.58
5678.28,7.92
5678.28,8.0
5678.28,7.92
4190.53,6.58
5191.56,7.42
5191.56,7.5
5191.56,7.67
6298.56,8.25
6298.56,8.25
5940.78,8.25
5940.78,8.33
2404.16,4.83
2404.16,4.33
2404.16,3.63
3237.96,4.58
5638.22,8.0
5638.22,8.0
5167.58,7.5
5167.58,7.5
5251.86,7.5
5251.86,7.67
5251.86,7.42
5251.86,7.05
6052.77,8.67
4241.84,6.25
6123.54,8.58
4713.71,6.83
4713.71,7.33
4713.71,6.92
4486.56,6.5
452.44,1.33
452.44,1.25
452.44,1.25
452.44,1.33
452.44,1.25
452.44,1.33
452.44,1.25
452.44,1.25
452.44,1.33
4340.11,7.0
4340.11,6.5
4779.44,7.17
4779.44,6.92
4779.44,7.17
4926.32,7.0
1264.71,2.17
1264.71,2.08
1264.71,2.17
1264.71,2.08
824.26,1.83
2128.75,3.25
2128.75,3.92
2128.75,3.07
2128.75,3.13
2128.75,3.17
2128.75,3.92
1998.18,3.83
1998.18,3.5
1998.18,3.83
1998.18,2.82
1998.18,2.67
537.34,1.5
537.34,1.58
537.34,1.5
537.34,1.42
1613.62,3.42
1613.62,3.17
1613.62,3.17
1613.62,3.25
1613.62,3.17
1613.62,3.25
2089.63,3.0
2089.63,3.08
2089.63,3.17
2089.63,3.08
1774.14,2.75
1947.33,3.0
1947.33,3.0
1947.33,3.0
380.65,1.17
380.65,1.25
380.65,1.17
380.65,1.17
380.65,1.17
380.65,1.25
380.65,0.65
380.65,0.62
380.65,0.73
805.38,2.0
805.38,2.17
805.38,2.08
805.38,2.08
805.38,2.08
805.38,2.08
805.38,2.08
805.38,2.08
3300.11,4.5
3300.11,4.5
3300.11,4.5
3300.11,4.5
3300.11,4.5
2930.39,4.17
1833.81,3.17
2023.31,4.33
1835.17,2.75
1835.17,2.83
1835.17,2.67
1835.17,2.67
1835.17,2.67
8088.43,9.58
6649.23,7.58
6984.21,8.42
6984.21,8.53
6984.21,8.6
3442.33,4.5
3442.33,4.5
3442.33,4.42
3442.33,3.9
3442.33,4.08
3442.33,3.78
2277.39,3.33
2277.39,3.42
2277.39,3.33
2277.39,3.67
2277.39,3.5
2277.39,3.15
6006.77,7.25
6006.77,7.67
6006.77,6.9
6006.77,7.15
6006.77,7.67
3080.78,4.17
2965.94,4.0
2965.94,4.17
2965.94,4.17
2965.94,4.17
2965.94,4.0
2965.94,4.0
2965.94,4.12
2965.94,3.67
1970.88,3.17
1970.88,3.17
1970.88,3.08
1970.88,3.08
1970.88,3.08
1970.88,3.08
1970.88,3.17
1970.88,3.17
1970.88,2.85
1970.88,2.8
1970.88,2.63
2723.1,3.92
2723.1,3.83
2723.1,3.92
2723.1,3.83
2723.1,3.83
2723.1,3.38
2723.1,3.42
2723.1,3.4
2955.22,4.08
2955.22,4.08
2955.22,4.08
2955.22,4.17
2955.22,4.08
3024.7,4.17
3024.7,4.17
5225.85,6.08
5225.85,6.08
5225.85,6.42
5225.85,6.42
6549.91,9.17
6549.91,8.17
6549.91,8.17
6549.91,8.17
5588.37,7.08
5588.37,7.08
12061.35,13.83
12061.35,13.75
4974.2,6.33
4974.2,6.25
4974.2,6.25
6574.69,8.42
6574.69,8.25
5885.75,7.5
5885.75,7.3
5987.16,7.5
11651.65,13.33
12242.44,15.5
11386.79,14.83
2554.59,4.42
10731.66,14.17
11687.89,15.0
7524.27,9.67
4966.16,6.08
4966.16,6.25
4966.16,6.25
6837.32,8.33
6837.32,8.42
11031.4,14.42
11031.4,15.08
2115.5,3.67
2593.33,3.5
2593.33,3.58
2593.33,3.42
2593.33,3.58
3443.16,5.33
3443.16,5.42
3263.09,5.5
3263.09,5.42
3263.09,5.5
320.92,1.17
320.92,1.17
320.92,1.08
320.92,1.17
320.92,1.17
320.92,1.08
320.92,1.17
320.92,1.17
320.92,1.17
320.92,1.17
320.92,0.5
5943.4,7.42
2977.47,5.0
2977.47,5.17
3038.87,5.17
3038.87,5.25
3038.87,5.25
3038.87,5.17
3038.87,5.17
1992.21,3.67
2035.79,3.17
2035.79,3.08
2035.79,3.25
2035.79,3.0
3776.52,6.08
3776.52,6.0
3776.52,6.08
3776.52,5.83
3706.73,5.92
2503.15,4.42
7684.55,9.0
5895.91,8.67
10619.64,13.83
4444.47,6.92
2690.45,3.75
2690.45,3.83
2690.45,3.75
2690.45,3.83
2690.45,4.08
2795.14,3.92
2795.14,4.0
2795.14,4.0
2795.14,4.0
2795.14,3.92
2795.14,4.17
2795.14,3.92
2795.14,3.92
2795.14,3.62
2795.14,3.92
2795.14,3.45
11082.19,14.33
11082.19,15.33
5068.25,7.67
5068.25,7.5
5147.62,7.33
5147.62,7.25
4843.21,7.08
4843.21,7.08
4843.21,7.25
4843.21,7.25
4651.41,5.88
4651.41,5.72
5603.41,7.92
5603.41,8.0
4884.21,7.08
4884.21,7.08
5473.12,8.0
5473.12,8.0
5473.12,7.83
5005.08,7.25
5005.08,7.17
5655.27,8.08
5655.27,8.08
5655.27,8.08
6288.96,9.08
5497.93,7.92
5497.93,7.83
5497.93,8.0
5497.93,8.0
5497.93,8.0
5497.93,8.25
5497.93,8.17
5497.93,7.92
5497.93,8.0
5497.93,8.33
5497.93,8.17
5497.93,8.0
4564.01,6.67
4564.01,6.83
4564.01,6.75
5168.64,7.67
5168.64,7.58
5168.64,7.58
5168.64,7.92
5168.64,5.17
4155.8,6.75
4155.8,6.58
4155.8,6.25
4155.8,6.58
5777.14,8.25
6413.1,8.17
6413.1,8.42
6413.1,8.25
6413.1,8.17
5918.53,8.33
5918.53,8.25
5918.53,8.25
4818.38,7.0
5135.88,7.58
4107.86,6.58
4107.86,6.58
4107.86,5.47
5653.3,7.92
5459.04,7.42
5459.04,7.83
3327.79,4.67
3327.79,4.42
2518.96,4.42
2518.96,4.5
2518.96,4.25
2518.96,4.33
2518.96,4.25
2518.96,4.5
4785.11,7.33
7643.57,9.58
7643.57,9.83
4067.24,6.0
3730.54,6.08
3731.34,5.42
3731.34,5.67
3731.34,5.67
3491.15,5.33
3977.68,5.42
3977.68,5.5
5175.71,7.58
5175.71,7.58
5175.71,7.5
3494.65,5.75
3674.75,5.5
3910.87,5.5
3910.87,5.67
3910.87,5.5
3910.87,5.5
6080.5,8.67
6080.5,8.75
2342.59,4.17
2342.59,4.08
4162.89,6.58
5648.83,8.17
5648.83,8.25
4987.55,7.25
5238.62,7.67
5238.62,7.58
5238.62,7.58
5238.62,7.67
5238.62,7.67
4008.39,6.17
4008.39,6.0
4008.39,5.92
4707.41,6.92
4707.41,7.08
4707.41,7.0
4845.61,7.33
4484.11,6.75
4024.71,6.58
4783.89,7.25
4458.36,6.75
4343.68,6.67
4343.68,6.75
4343.68,7.0
4343.68,7.0
4430.41,6.67
4463.79,6.92
4463.79,6.67
4463.79,7.0
4463.79,6.92
4463.79,6.27
4222.9,6.17
4222.9,6.5
3394.54,5.5
3394.54,5.5
3394.54,5.58
3394.54,5.5
3923.32,6.33
4298.0,6.5
4767.91,6.92
4767.91,7.0
4767.91,7.33
4919.42,7.08
4919.42,7.08
1686.39,3.08
1686.39,2.75
1686.39,3.0
1686.39,2.75
6137.79,8.67
6137.79,8.58
4155.6,6.67
2662.24,4.92
2662.24,4.75
3816.46,6.17
3816.46,6.17
3816.46,6.08
573.16,1.58
573.16,1.42
573.16,1.58
573.16,1.5
573.16,1.42
573.16,1.5
573.16,1.5
573.16,1.58
573.16,1.5
1580.36,3.0
1580.36,2.92
1580.36,3.08
1580.36,3.17
1580.36,2.83
1698.99,3.25
1698.99,3.25
1698.99,3.33
1698.99,3.25
1698.99,3.42
1698.99,3.25
1698.99,3.33
1698.99,3.25
1698.99,3.25
1698.99,3.33
1698.99,3.25
1698.99,3.33
1698.99,3.17
1698.99,3.25
1698.99,3.25
1698.99,3.42
1698.99,3.33
1698.99,3.42
873.01,2.17
873.01,2.08
873.01,2.17
873.01,2.17
873.01,2.17
873.01,2.08
873.01,2.17
873.01,2.17
873.01,2.0
873.01,2.17
873.01,2.17
873.01,2.08
873.01,2.0
873.01,2.17
873.01,2.17
873.01,2.5
873.01,2.17
873.01,2.0
873.01,2.17
873.01,1.9
873.01,2.08
873.01,2.17
873.01,1.92
873.01,2.0
873.01,2.17
873.01,2.17
873.01,2.08
873.01,2.17
873.01,2.17
873.01,2.17
873.01,2.17
873.01,2.08
873.01,1.58
2021.54,3.5
2021.54,3.83
2021.54,3.58
2021.54,3.75
2021.54,3.83
2021.54,3.42
2021.54,3.58
2140.68,3.83
2140.68,3.33
2140.68,3.58
2140.68,3.33
2140.68,3.58
2140.68,3.57
2140.68,3.83
1525.27,3.0
1525.27,3.0
900.48,2.08
549.67,1.42
549.67,1.58
348.48,1.25
348.48,1.08
348.48,1.25
348.48,1.17
348.48,1.17
348.48,1.25
348.48,1.17
348.48,1.25
348.48,1.25
348.48,1.17
348.48,1.25
1671.42,2.58
1671.42,2.67
1671.42,2.58
1671.42,2.83
1985.2,3.0
1985.2,2.92
1985.2,3.0
1985.2,2.92
1985.2,3.08
1985.2,2.83
1985.2,2.83
1985.2,2.52
1985.2,3.0
487.06,1.33
487.06,1.33
487.06,1.42
487.06,1.33
487.06,1.33
487.06,1.33
487.06,1.33
487.06,1.25
487.06,1.33
487.06,1.4
487.06,1.42
487.06,1.25
487.06,1.33
487.06,1.42
487.06,4.92
487.06,0.73
1188.27,1.92
1188.27,2.0
1188.27,2.0
1188.27,2.0
1188.27,2.0
1188.27,2.08
1188.27,2.08
1188.27,2.17
1188.27,2.17
1188.27,4.0
922.84,1.92
1852.08,2.83
1852.08,2.58
14200.52,16.17
12217.06,15.5
958.53,2.08
958.53,2.0
958.53,1.92
958.53,2.0
2035.52,3.42
2035.52,3.0
2035.52,3.5
2035.52,3.25
2035.52,3.5
1835.33,3.08
1835.33,2.83
1835.33,3.17
6906.04,8.25
6906.04,8.17
6906.04,8.25
6906.04,9.0
6906.04,8.5
6906.04,8.58
11883.87,14.83
1937.45,22.0
1944.47,3.08
1944.47,3.0
1762.26,3.08
1762.26,3.0
1762.26,3.25
1762.26,3.08
1762.26,3.0
1762.26,2.55
6555.41,7.92
6555.41,7.92
4300.61,6.67
4300.61,6.25
4300.61,6.67
7979.18,9.42
7934.62,9.17
2814.25,4.25
2814.25,4.33
2814.25,4.25
2814.25,4.25
1767.43,2.58
1767.43,2.58
1767.43,2.58
1767.43,2.67
1767.43,2.62
1767.43,2.58
1926.16,3.17
1926.16,3.42
1926.16,3.25
1926.16,3.08
1926.16,3.08
1926.16,3.0
1926.16,3.0
1926.16,3.0
1926.16,3.25
1926.16,3.17
1926.16,3.08
1926.16,3.42
1926.16,3.17
1926.16,3.25
1926.16,3.17
3680.12,5.75
3680.12,5.75
3680.12,5.75
3680.12,5.75
3680.12,5.75
3680.12,5.75
3680.12,5.75
3411.27,5.0
3411.27,5.0
3411.27,5.17
3365.81,4.08
3365.81,4.17
3365.81,4.17
3365.81,3.77
2695.16,3.5
2695.16,3.67
2695.16,3.92
2695.16,3.58
2695.16,3.23
2933.17,3.92
2933.17,3.92
2933.17,4.08
2933.17,3.75
2933.17,4.0
5919.68,7.17
5919.68,7.25
5919.68,7.17
5919.68,6.33
2026.76,3.33
2026.76,3.42
2183.6,3.25
2183.6,3.5
2183.6,3.5
2183.6,3.58
2183.6,3.25
2183.6,3.5
2183.6,3.08
2183.6,3.42
2183.6,3.25
2183.6,3.17
2183.6,3.5
2183.6,3.25
2183.6,3.33
2183.6,3.42
2183.6,3.5
2183.6,3.27
2990.55,4.0
2990.55,4.0
2990.55,3.83
2990.55,3.75
2990.55,4.0
2990.55,4.0
2990.55,4.55
3288.16,4.33
3288.16,4.58
3288.16,4.58
3288.16,4.25
3288.16,4.5
3288.16,4.33
3288.16,4.25
3288.16,4.5
3288.16,4.33
3288.16,4.5
2947.1,4.25
2947.1,4.0
2947.1,4.25
5618.74,7.0
5618.74,6.92
4313.36,5.5
6547.08,8.25
6547.08,8.25
6721.37,8.0
5549.19,7.25
5549.19,7.08
5549.19,6.92
5549.19,7.5
5144.18,6.0
3040.77,4.25
3040.77,4.25
3040.77,4.25
3040.77,4.08
3040.77,4.08
3040.77,4.25
3040.77,4.25
4927.2,6.08
4927.2,6.08
5268.21,7.17
5846.66,7.5
5846.66,7.42
5846.66,7.08
5846.66,7.5
5846.66,7.42
11645.11,13.42
11645.11,13.42
11645.11,13.42
5827.27,6.92
5827.27,6.92
5827.27,7.25
5827.27,7.25
11979.19,14.08
11979.19,13.83
11006.46,12.33
9041.53,10.58
12043.88,13.75
12043.88,13.5
12043.88,13.83
5899.58,7.25
5899.58,6.67
5845.09,7.5
5845.09,7.42
5845.09,7.75
6341.62,7.75
6341.62,7.83
5042.08,6.5
6448.42,7.83
6448.42,7.92
6448.42,8.0
6448.42,8.25
2589.21,4.5
10702.12,14.25
13020.07,16.0
13124.81,16.58
11020.66,15.42
11355.26,14.75
4903.71,6.17
4903.71,6.17
4903.71,6.08
4903.71,6.0
4903.71,6.0
4903.71,5.67
13400.08,16.25
11640.53,15.17
12919.39,16.25
12606.61,16.58
11001.51,14.42
11001.51,14.67
11927.65,14.67
1634.19,3.17
7491.49,9.17
7491.49,9.08
7380.18,8.75
2015.14,3.08
2015.14,3.08
2015.14,3.0
2015.14,3.0
2015.14,3.08
1728.59,3.25
2967.5,5.17
2967.5,5.08
2967.5,5.0
2967.5,5.17
377.73,1.25
377.73,1.25
377.73,1.25
377.73,1.25
377.73,1.33
377.73,1.25
377.73,1.25
377.73,1.25
377.73,1.25
377.73,1.25
377.73,1.25
377.73,1.67
1925.52,3.08
1925.52,3.0
1925.52,3.08
1925.52,3.08
1925.52,3.0
1925.52,3.08
1925.52,3.0
7448.74,10.25
7448.74,10.25
1398.01,2.75
1398.01,2.5
1398.01,2.67
1992.39,4.0
1495.58,3.08
5649.09,7.33
1199.86,2.33
1199.86,2.25
1199.86,2.33
1199.86,2.17
1199.86,2.33
1199.86,2.25
1199.86,2.33
1199.86,2.25
1199.86,2.25
1199.86,2.25
1199.86,2.33
1199.86,2.25
3028.34,5.17
3028.34,5.17
3028.34,5.17
3028.34,5.25
3028.34,5.17
3028.34,5.25
3028.34,5.08
3028.34,5.08
3028.34,5.17
2546.8,3.5
2546.8,3.42
2546.8,3.5
2546.8,3.5
2546.8,3.42
2546.8,3.5
1750.93,3.25
3711.67,5.83
3711.67,5.92
3711.67,5.75
2654.49,4.58
2654.49,4.58
2654.49,4.08
1165.96,2.33
3271.87,5.33
3271.87,5.58
3569.17,5.17
6728.93,8.42
6728.93,8.33
6728.93,8.5
3641.99,5.58
3641.99,5.58
3641.99,5.5
3641.99,5.17
1944.76,3.42
1890.21,3.58
1568.79,3.08
5085.9,6.67
5085.9,6.75
3017.56,5.33
2061.33,3.5
2061.33,3.58
2061.33,3.58
2039.44,4.0
4319.61,7.42
4319.61,7.42
3559.25,5.5
3559.25,5.25
3559.25,5.17
3559.25,5.25
3559.25,5.08
3171.16,4.92
2782.58,4.08
2782.58,4.08
2782.58,4.0
2782.58,4.08
2782.58,3.83
2782.58,3.83
2782.58,4.0
2675.45,4.17
2675.45,4.17
2675.45,3.92
2675.45,4.17
2675.45,3.83
3987.92,5.92
3987.92,5.67
3528.7,5.08
3528.7,5.0
2383.32,4.0
5172.26,7.17
5172.26,7.83
4824.03,6.5
5151.82,7.0
5151.82,7.0
7577.26,9.0
5136.37,7.68
499.97,1.25
499.97,1.25
499.97,1.25
499.97,1.25
3748.15,5.5
4157.67,6.5
4157.67,6.5
2535.95,4.33
2535.95,4.33
4227.18,6.42
4227.18,6.42
4227.18,5.98
4084.12,5.22
4084.12,5.22
4110.82,6.33
4110.82,6.33
1542.79,3.0
1715.61,3.5
1715.61,3.17
1715.61,3.17
1715.61,3.17
1715.61,3.17
585.96,1.5
585.96,1.5
585.96,1.5
1595.66,3.0
1595.66,3.0
888.45,2.08
888.45,2.08
2149.53,3.92
2149.53,3.92
2031.88,3.5
2031.88,3.5
2031.88,3.5
550.09,1.33
1653.99,2.67
1653.99,2.67
1653.99,2.5
1834.59,2.75
1967.71,2.83
1967.71,2.83
1967.71,3.0
1172.85,1.92
1172.85,1.92
1172.85,2.0
933.55,1.75
933.55,1.75
2044.43,3.25
2044.43,4.33
2044.43,3.58
2044.43,3.58
2044.43,3.33
340.1,1.08
340.1,1.17
340.1,1.08
340.1,1.17
965.11,2.0
965.11,1.62
1817.94,2.75
1817.94,2.83
1817.94,2.75
2798.04,4.17
2798.04,4.17
1758.15,2.92
1758.15,2.92
2973.78,3.92
2973.78,3.92
2973.78,3.92
2166.62,3.17
2166.62,4.0
2166.62,3.17
2685.0,3.75
2685.0,3.38
2009.27,3.92
2009.27,3.42
2922.38,3.92
3280.03,4.42
3280.03,4.42
3280.03,4.42
2939.53,4.42
2939.53,4.08
2939.53,4.18
2939.53,4.08
1752.77,2.5
5834.93,7.67
5834.93,7.67
5834.93,7.33
5834.93,7.33
5834.93,7.27
5834.93,7.67
1914.06,2.92
1914.06,2.92
1914.06,3.33
1914.06,2.58
1914.06,2.88
5903.11,7.18
5903.11,7.07
2600.8,4.42
5537.46,7.25
4914.57,6.25
4914.57,6.25
4914.57,6.37
3036.63,4.42
3036.63,4.42
2973.21,5.08
2973.21,5.08
2973.21,5.0
2973.21,5.08
2060.28,3.42
2060.28,3.42
1637.37,3.0
3575.19,5.25
3575.19,5.07
3575.19,5.18
3280.13,5.25
3280.13,5.25
1944.88,3.25
1403.83,2.58
1403.83,2.58
2813.9,4.92
4889.39,6.25
4889.39,6.25
4889.39,6.25
1196.9,2.17
1196.9,2.17
393.02,1.17
393.02,1.17
393.02,1.17
393.02,1.17
393.02,1.17
393.02,1.17
393.02,1.17
393.02,1.17
393.02,1.17
393.02,1.17
393.02,1.17
393.02,1.17
393.02,1.17
393.02,1.17
393.02,1.25
1908.04,2.92
1908.04,2.92
1908.04,2.92
1908.04,2.92
1908.04,3.0
1908.04,2.83
1997.62,2.92
3638.85,5.75
3638.85,5.75
3638.85,5.75
3638.85,5.75
2534.38,3.5
2534.38,3.42
2774.43,3.83
2774.43,3.83
2774.43,4.17
1179.99,2.33
1179.99,2.33
3518.81,5.0
3518.81,5.0
1902.96,3.42
3033.96,5.17
3033.96,5.17
2184.28,3.08
3164.55,4.75
2446.91,3.25
2666.99,3.92
2666.99,3.75
4902.17,7.5
4902.17,7.5
5833.6,8.25
5833.6,8.25
5500.9,7.67
5179.16,7.25
5179.16,7.25
3908.02,5.42
3971.77,5.58
2633.14,4.17
5997.21,7.63
5997.21,7.55
5997.21,7.63
1183.73,2.58
1183.73,2.5
1183.73,2.58
1183.73,2.58
1183.73,2.5
4691.08,6.92
912.67,1.92
912.67,2.0
912.67,1.92
912.67,2.0
826.7,1.83
826.7,1.83
826.7,1.58
826.7,1.57
826.7,1.83
826.7,1.83
826.7,1.58
1973.08,3.58
1973.08,3.5
1973.08,3.5
1973.08,3.58
1973.08,3.58
1973.08,3.5
1973.08,3.58
5578.4,7.83
5578.4,7.83
5051.25,7.08
5051.25,7.08
380.65,1.17
380.65,1.08
380.65,1.08
380.65,1.17
380.65,0.8
380.65,0.73
380.65,0.77
348.48,1.17
348.48,1.25
348.48,1.17
348.48,1.25
348.48,1.17
348.48,1.17
348.48,1.17
348.48,1.17
348.48,1.25
348.48,1.25
348.48,1.08
911.51,1.58
911.51,1.67
911.51,1.75
911.51,1.67
911.51,1.42
340.1,1.17
340.1,1.0
340.1,1.17
340.1,1.0
1887.84,3.33
1887.84,3.33
1887.84,3.33
2368.34,4.0
2368.34,4.0
2368.34,4.0
2368.34,4.0
2939.94,4.08
6622.38,8.25
6622.38,8.25
6622.38,8.12
1814.19,2.58
1814.19,2.67
1814.19,2.5
849.76,1.67
849.76,1.58
849.76,1.67
849.76,1.58
849.76,1.67
849.76,1.58
849.76,1.67
849.76,1.58
849.76,1.67
849.76,1.67
2588.8,3.67
2588.8,3.67
2588.8,3.58
1493.94,2.33
1493.94,2.25
1590.25,2.67
1590.25,3.08
1590.25,2.67
1590.25,2.67
1590.25,2.67
870.24,1.75
1728.92,2.58
5660.88,7.0
5660.88,7.0
5660.88,7.75
2348.65,3.5
2348.65,3.42
2348.65,3.5
1956.59,3.0
1956.59,3.0
1956.59,3.17
4593.56,6.17
4593.56,6.17
4593.56,6.17
2599.64,3.75
2599.64,4.08
4589.74,5.67
4589.74,5.67
4589.74,6.0
4589.74,6.0
5208.99,6.75
5208.99,6.75
5208.99,6.58
5208.99,6.58
701.12,1.58
701.12,1.67
701.12,1.58
701.12,1.58
701.12,1.58
701.12,1.58
701.12,1.58
701.12,1.67
701.12,1.67
701.12,1.0
2212.68,3.17
2212.68,3.08
2212.68,3.17
2212.68,3.08
3370.72,5.5
3370.72,5.5
3370.72,5.67
3370.72,5.58
1483.64,2.67
1861.43,2.67
3982.81,6.58
3982.81,6.58
2434.34,3.58
2434.34,3.42
2434.34,3.58
2434.34,3.58
2327.01,3.33
2327.01,3.42
2327.01,3.33
2327.01,3.58
1799.9,2.67
1799.9,2.75
1799.9,2.67
1741.54,3.0
1741.54,3.0
3606.13,4.75
6200.83,7.83
6200.83,7.83
922.84,2.0
1848.4,2.75
824.26,1.83
3310.22,5.5
3310.22,4.73
933.55,1.83
933.55,1.83
849.76,1.67
849.76,1.67
849.76,1.67
849.76,1.67
849.76,1.67
849.76,1.67
849.76,1.67
849.76,1.67
849.76,1.67
849.76,1.67
951.05,2.25
917.76,1.75
1663.28,3.0
1663.28,3.0
3485.17,5.5
1852.08,3.42
1852.08,3.58
1852.08,3.67
1188.27,2.67
1188.27,2.42
1188.27,2.33
1188.27,2.42
1188.27,2.42
1188.27,2.5
1188.27,2.25
1188.27,2.42
1188.27,2.25
1188.27,1.93
2061.27,3.83
2061.27,3.75
2061.27,3.83
1957.11,3.67
1264.71,2.33
1264.71,2.33
1264.71,2.42
1264.71,2.33
1264.71,1.6
911.51,1.83
911.51,1.83
911.51,1.92
911.51,1.83
1172.85,2.17
1172.85,2.17
1172.85,2.17
1834.59,3.42
1747.17,3.33
3518.43,5.75
2877.46,4.58
2877.46,4.83
2877.46,4.58
2877.46,5.17
2877.46,4.92
2877.46,4.58
2877.46,4.58
2877.46,4.58
2877.46,4.33
2877.46,5.0
2877.46,3.62
723.09,1.42
1094.54,1.83
4444.73,6.25
4444.73,6.17
3915.03,6.33
3915.03,6.13
3726.64,4.58
1021.52,1.75
1021.52,1.75
1021.52,1.75
1021.52,1.67
1021.52,1.75
1021.52,1.75
1021.52,1.67
1021.52,1.67
1021.52,1.75
1021.52,1.75
1021.52,1.75
1021.52,1.75
2390.51,3.42
2390.51,3.42
4862.99,6.75
1108.95,1.92
1108.95,2.0
1108.95,1.92
1108.95,1.92
1108.95,2.0
1108.95,2.0
1108.95,1.92
1108.95,1.92
1108.95,2.0
1108.95,2.0
1108.95,2.0
1108.95,1.92
2452.36,4.25
2452.36,4.5
2452.36,4.5
2452.36,4.5
2452.36,4.5
3653.15,5.75
3653.15,6.25
3653.15,5.75
3653.15,5.75
3653.15,6.33
3653.15,6.17
3653.15,6.33
3653.15,5.5
3653.15,5.15
2801.89,5.0
2801.89,4.58
2801.89,5.08
2801.89,5.0
2801.89,4.83
2801.89,5.33
2801.89,4.67
1565.87,2.83
1565.87,2.83
1565.87,2.67
3477.16,5.25
1021.52,1.75
1021.52,1.92
1021.52,2.0
1021.52,1.75
1021.52,2.0
1021.52,1.92
1021.52,1.75
1021.52,1.92
1021.52,2.0
1021.52,1.92
1021.52,1.92
3971.05,6.42
1967.71,3.58
1967.71,3.83
1967.71,3.58
1814.19,3.25
1814.19,3.25
1814.19,3.25
